trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_s_a.jpg,sad,a,17,2,571.8062401,572.10579368,572.3322329999999,572.4832087799998,572.4879828,572.5288172799999,572.5329712999999,572.9395812800001,a,1,0.3997351000002709,399.7351000002709,572.5329712999999,572.9395812800001,572.9511494999999,574.4059018800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,574.4098901999998,574.7058783800001,574.9010228,575.05876848,575.0633315000002,575.10439118,575.1093366000002,575.5486025799999,s,1,0.4315350000001672,431.5350000001672,575.1093366000002,575.5486025799999,575.5593936000002,577.46434638,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,577.4685572000001,577.76432348,577.9671635000002,577.9848281800002,577.9855840000002,578.0216338799999,578.0217046999999,578.7074416799999,d,0,0.6709362999999939,670.9362999999939,578.0217046999999,578.7074416799999,578.7131390000002,579.7643814800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_s_a.jpg,sad,a,2,2,579.7685245999999,580.06425298,580.2947199000002,580.31135888,580.311492,580.3488475800002,580.3502237,581.0921029799999,a,1,0.7343605000000935,734.3605000000935,580.3502237,581.0921029799999,581.0997596999998,582.8309452800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,582.8340500000002,583.1309443799998,583.3297272000002,583.49777728,583.5022756000001,583.54371178,583.5479370999999,583.9867645800002,s,1,0.42486159999998563,424.86159999998563,583.5479370999999,583.9867645800002,583.9983656000002,585.2227770800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,585.2281232000003,585.5229184799998,585.5435801000001,585.5592653800002,585.5599976999999,585.5945466800001,585.5945942000001,586.5639468800002,a,1,0.9540950000000521,954.0950000000521,585.5945942000001,586.5639468800002,586.5707765999998,588.3227253799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,588.3251622,588.6227209800002,588.8504872000001,589.00601618,589.0110502999999,589.0521937800002,589.0575107000002,589.4946766800001,s,1,0.42714139999998224,427.14139999998224,589.0575107000002,589.4946766800001,589.4967711000002,590.8479488800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,7.0,f,012_o_f_s_a.jpg,sad,a,2,2,590.8536854000001,591.1478874800002,591.1731571000003,591.1882992799999,591.1892451000001,591.22463318,591.2249049999998,592.5779316800001,d,0,1.3396586999997453,1339.6586999997453,591.2249049999998,592.5779316800001,592.5846585000002,594.1146436800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,12.0,f,040_y_f_n_a.jpg,neutral,s,17,2,594.1177068,594.41464028,594.6342391999999,594.7953343800002,594.8004245999998,594.8411622800002,594.8464437,595.2354218799999,s,1,0.38227939999978844,382.27939999978844,594.8464437,595.2354218799999,595.2472418999998,596.8562904799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,596.8604727,597.1563085800001,597.1778123000001,597.3079921800002,597.3110666999999,597.3491531800003,597.3491940000001,598.04913018,d,1,0.6873507000000245,687.3507000000245,597.3491940000001,598.04913018,598.0537729999999,599.8480351800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2.0,m,008_y_m_n_a.jpg,neutral,s,17,2,599.8512152000001,600.1480591800002,600.3875538,600.54563738,600.5500921,600.5879846800001,600.5920395,601.5371459800001,s,1,0.9328556999998909,932.8556999998909,600.5920395,601.5371459800001,601.5495631000001,602.9314602800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,602.9348206000002,603.23143688,603.2512076999999,603.2666759800002,603.2671440000001,603.3013097800001,603.3011721,603.94216278,d,1,0.6237237000000277,623.7237000000277,603.3011721,603.94216278,603.9534494000002,605.76481438,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,605.7687598999998,606.0648136799998,606.2806429999998,606.2978777800001,606.2984174000001,606.33345708,606.3329971999999,607.3543296800001,d,1,1.0081612000003588,1008.1612000003588,606.3329971999999,607.3543296800001,607.3641402999999,608.7315837799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,608.7346109000002,609.0316293799999,609.0508637999999,609.0666354799998,609.0680012999999,609.1037890800001,609.1038016,609.6992424799998,d,1,0.5808524000003672,580.8524000003672,609.1038016,609.6992424799998,609.7051528,610.9649138799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,610.9704082999999,611.2650579799999,611.6264773,611.64360968,611.6440266000002,611.6798662799999,611.6798967000002,612.5734508799999,s,1,0.8847654000001057,884.7654000001057,611.6798967000002,612.5734508799999,612.5842804000001,614.5317330800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,614.5355910999999,614.83173508,615.0305432000002,615.1860369799999,615.1908678000002,615.2323450800002,615.2373918000001,616.3980002800001,s,1,1.151426100000208,1151.426100000208,615.2373918000001,616.3980002800001,616.4067811000002,618.2150557799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,618.219151,618.5150728800002,618.5359381000001,618.66684048,618.6717304000001,618.71209058,618.7162068999999,619.0481148800002,d,1,0.3203696000000491,320.3696000000491,618.7162068999999,619.0481148800002,619.0592100000001,620.7234252800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,5.0,m,027_o_m_s_a.jpg,sad,a,17,2,620.7276033999999,621.0235330799999,621.0449470000001,621.1751866800003,621.1771316000002,621.2164660800001,621.2183124999999,621.7765228800001,a,1,0.5461999999997715,546.1999999997715,621.2183124999999,621.7765228800001,621.7837794,623.0319003800003,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7.0,f,012_o_f_s_a.jpg,sad,a,17,2,623.0359553999999,623.3319366799999,623.3543490999998,623.4918831799998,623.4954691,623.5346124800001,623.5390783,624.0192008800002,a,1,0.4735569999998006,473.5569999998006,623.5390783,624.0192008800002,624.0310089000002,625.89022378,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2.0,m,008_y_m_h_a.jpg,happy,d,2,2,625.8933726000002,626.1902366800002,626.2048345999999,626.2195238800002,626.2202435000002,626.2581032800001,626.2591789999999,626.9597715799998,d,1,0.6895872999998574,689.5872999998574,626.2591789999999,626.9597715799998,626.9707065999999,628.6403101799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,628.6457659,628.9403133799999,628.9636956000002,628.9794849799998,628.9803193999999,629.0163573799998,629.0164698000001,629.54116718,d,1,0.5161788999998862,516.1788999998862,629.0164698000001,629.54116718,629.5496995000001,630.71529618,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,630.7193430999998,631.01538848,631.0376844,631.0524857799999,631.0535332000002,631.0914543800002,631.0926751999998,632.1062987799999,d,0,0.9998441000002458,999.8441000002458,631.0926751999998,632.1062987799999,632.1129739999999,633.6153847799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,633.6182657000002,633.91545178,633.9309467,634.0670551800001,634.0699155,634.1105509800002,634.1140461000002,634.6483218800001,a,1,0.5227963000002092,522.7963000002092,634.1140461000002,634.6483218800001,634.6589339,636.0821498799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2.0,m,008_y_m_n_a.jpg,neutral,s,17,2,636.0876473000001,636.38211058,636.6355280999999,636.7952315800001,636.7973247000002,636.83459178,636.8374726999998,637.51593088,s,1,0.6630927999999585,663.0927999999585,636.8374726999998,637.51593088,637.5218062000001,639.24045508,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,11.0,f,030_o_f_s_a.jpg,sad,a,2,2,639.2433452000002,639.5403551800002,639.7252491000002,639.7426164800002,639.7427393,639.7778758800002,639.7780958999999,640.6430959800002,s,0,0.8504421999996339,850.4421999996339,639.7780958999999,640.6430959800002,640.6509790000002,641.6904802800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,641.6935477999998,641.9906077799999,642.1928068999998,642.3623288800002,642.3672497,642.4081674800002,642.4135013000002,642.92354408,s,1,0.4951435000002675,495.1435000002675,642.4135013000002,642.92354408,642.9349909,644.39062648,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,644.3946521999999,644.6905628800002,644.7118103999999,644.84222088,644.8455772,644.88346148,644.8871172000001,645.3836432800001,d,1,0.48543070000005173,485.43070000005173,644.8871172000001,645.3836432800001,645.3893667999998,647.2156949799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3.0,m,013_y_m_s_a.jpg,sad,a,17,2,647.2197398999999,647.5156815799999,647.5360349,647.6676109799998,647.6723337000001,647.71299368,647.7180836,648.40773298,a,1,0.678617900000063,678.617900000063,647.7180836,648.40773298,648.4194295,649.4406527799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,649.4447732000001,649.7407691800001,649.7643214000002,649.9007367800002,649.9042574000002,649.94316688,649.9483121000001,650.5685054799999,a,1,0.6082370999997693,608.2370999997693,649.9483121000001,650.5685054799999,650.575959,651.99914608,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,652.0042563,652.2991164799998,652.5132077000001,652.6663707800001,652.6695833000001,652.70745328,652.7110968,653.3584651799999,a,1,0.6374811000000591,637.4811000000591,652.7110968,653.3584651799999,653.3675899000002,655.1325428799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.0,f,019_m_f_n_a.jpg,neutral,s,17,2,655.1386630999998,655.43259418,655.6604808,655.8203574800002,655.8246958000002,655.8655261800002,655.8706368,656.3798438800002,s,1,0.5019283000001451,501.9283000001451,655.8706368,656.3798438800002,656.3905823000002,657.8326361800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,657.8384548000001,658.1325692799999,658.1548530000002,658.17046198,658.1712303000002,658.2087053799999,658.2098606000002,658.9572072799999,d,1,0.7309753999998065,730.9753999998065,658.2098606000002,658.9572072799999,658.9685474,660.3242053800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,660.3283002999999,660.6243200800002,660.6447503000002,660.66074688,660.6615186000001,660.6967812800001,660.6967390000002,661.5745262799999,d,0,0.8678401000001941,867.8401000001941,660.6967390000002,661.5745262799999,661.5790230999999,662.7992704800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,4.0,m,016_y_m_n_a.jpg,neutral,s,2,2,662.8035818999999,663.0992839799999,663.4316350000001,663.4484050799999,663.4492744000001,663.4838133800001,663.4835712000001,664.5236500799999,s,1,1.025195900000199,1025.195900000199,663.4835712000001,664.5236500799999,664.5352791000003,665.9660610799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,8.0,f,019_m_f_h_a.jpg,happy,d,2,2,665.9713540999999,666.26613268,666.2907784000001,666.3060206799998,666.3067423,666.34287758,666.3433831,666.87695358,d,1,0.5171732000003431,517.1732000003431,666.3433831,666.87695358,666.8860277000001,668.86606448,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,668.8693888,669.1660831800002,669.4101891000003,669.42767488,669.4284779000002,669.4633472799999,669.4630903,670.24166868,s,1,0.7653385000003254,765.3385000003254,669.4630903,670.24166868,670.2475320000001,672.2078354799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,672.2132349000001,672.5078469799998,672.5238878000002,672.5387900799999,672.5390427,672.57568418,672.5772079000001,673.4761492800001,a,1,0.8912700999999288,891.2700999999288,672.5772079000001,673.4761492800001,673.4837878999999,675.34954378,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,4.0,m,016_y_m_h_a.jpg,happy,d,2,2,675.3525781999999,675.6494648800001,675.6707709,675.68624058,675.6867429000001,675.7213610800002,675.7215672,676.33454998,d,1,0.6030037000000448,603.0037000000448,675.7215672,676.33454998,676.3434986999998,677.5579696799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,11.0,f,030_o_f_s_a.jpg,sad,a,2,2,677.5613429000002,677.8578124799999,678.2485393,678.2658493800002,678.2689659999999,678.3085561800001,678.3136240000001,679.0690815800001,d,0,0.7392067000000679,739.2067000000679,678.3136240000001,679.0690815800001,679.0795873999998,680.2996435799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,680.3001259999999,680.5997562800001,680.6208586999999,680.63578768,680.6364212000001,680.6707355800002,680.6709844999998,681.2824400800002,d,0,0.5975816000000123,597.5816000000123,680.6709844999998,681.2824400800002,681.2892073999999,682.5329810800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,682.5362817000002,682.8329288799998,683.0529156,683.0704277799998,683.0737809999998,683.1103250799999,683.1138027,683.6845272799999,d,1,0.5630874000003132,563.0874000003132,683.1138027,683.6845272799999,683.6958913999999,684.83305098,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,684.8360823999999,685.1331086799999,685.3283287000002,685.34591028,685.3466664999999,685.3843342799998,685.3842275,686.1236435799999,d,0,0.7322982999999113,732.2982999999113,685.3842275,686.1236435799999,686.1294034999999,687.3830850800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,687.3871967000002,687.68307678,687.7079826000002,687.7231604800002,687.7240875999998,687.7602127799998,687.7594414000002,688.8507832799999,s,0,1.077185399999962,1077.185399999962,687.7594414000002,688.8507832799999,688.8592919,690.2248256800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,10.0,f,028_y_f_h_a.jpg,happy,d,2,2,690.2279289999999,690.5248225799999,690.5441957999999,690.5595713800001,690.5615319999999,690.5966442800002,690.5970226000002,692.14654808,None,0,,,690.5970226000002,692.14654808,692.1507527000001,693.73314018,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,8.0,f,019_m_f_s_a.jpg,sad,a,2,2,693.7359797000001,694.0331326799999,694.2789261999999,694.29655948,694.2965673000001,694.3344873799999,694.3359861000001,695.3518185800001,s,0,1.004580100000112,1004.580100000112,694.3359861000001,695.3518185800001,695.3581009000002,696.37496768,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,2,2,696.3778307999999,696.67485538,696.9037753999999,696.9212951800002,696.9220326000002,696.95955338,696.9595090999999,697.6563814799999,d,1,0.6849966999998287,684.9966999998287,696.9595090999999,697.6563814799999,697.6646428000001,699.4082960799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,699.4113328000001,699.7083490799998,699.9146923999999,699.9316440800001,699.9321235,699.9677557799998,699.9689274,701.05961778,d,0,1.0835971999999856,1083.5971999999856,699.9689274,701.05961778,701.0660229000002,702.3251190799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,702.3295448000001,702.6251021800001,702.8178903999999,702.83534068,702.8354394999999,702.8696912799999,702.8707327999998,703.7504988799999,s,1,0.8698655000002873,869.8655000002873,702.8707327999998,703.7504988799999,703.7578847000002,704.9750907800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,704.9803700999998,705.2751205800002,705.4761317,705.4936748799998,705.4936025999998,705.5300741799999,705.5297269999999,707.04501968,None,0,,,705.5297269999999,707.04501968,707.0480441000002,708.4501222800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,708.4533625000001,708.7502584800002,708.7730924999998,708.7886753800001,708.7886887000002,708.82643708,708.8264766,709.39351938,d,0,0.553945599999679,553.945599999679,708.8264766,709.39351938,709.3989819999999,710.7003377799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
